,teacher_id,meditation_id,med_list_batch_id,med_list_scrape_date,med_list_scrape_status,med_detail_batch_id,med_detail_scrape_date,med_detail_scrape_status,title,upload_date,duration,plays,rating,reviews,track_type,activity,suitable_for,topics,description,meditation_url,image_url
9339,pereadam,/guided-meditations/w1a5v8t8x4r8r7x6f0y4q9j0k9u0j2t7t1y7y6s0,5,2022-12-13 13:25:59.292966,meditation found,63,2022-12-16 22:49:45.050588,title found,לאלף את הגור - הסבר ומדיטציה למתחילים/ות ,2021-10-23T07:52:25.000Z,PT11M57S,78,4.9,10,guided,Meditation,Everyone,"Secular,Health & Happiness,Concentration,Grounded,Secular Mindfulness,Breathing Meditation","התרגול הקצר הזה מתחיל בהסבר על מדיטציה וממשיך למדיטציה קצרה. 
יש הרבה תפיסות מוטעות על מדיטציה, על זה שזה מתאים לא.נשים רגועים/ות. שהמטרה היא לא לחשוב.
הקלטתי את התרגול הזה כדי לעזור למתחילים/ות לפתח מהתחלה הרגלים נכונים, והאמת שלכולנו טוב להזכר בבסיס לפעמים
 איך מתחילים לתרגל-
למה בכלל לתרגל-
איך לא מתרגלים-
",https://insighttimer.com/pereadam/guided-meditations/llp-t-hgvr-hsbr-vmdyttsyh-lmtkhylym-slash-vt,https://libraryitems.insighttimer.com/w1a5v8t8x4r8r7x6f0y4q9j0k9u0j2t7t1y7y6s0/pictures/tiny_rectangle_medium.jpeg
9340,pereadam,/guided-meditations/f9k8r6p4e9a3a0c8m5c6w8t6v1p0f7d5s2y4x6f8,5,2022-12-13 13:25:59.293964,meditation found,63,2022-12-16 22:49:50.236101,title found,Training The Puppy - Meditation For Beginners ,2021-10-26T05:46:33.000Z,PT10M41S,67,2.33,3,guided,Meditation,Everyone,"Secular,Health & Happiness,Concentration,Grounded,Secular Mindfulness,Breathing Meditation","This short practice begins with an explanation of meditation and continues with a short meditation. There are many misconceptions about meditation, that it is not appropriate for calm people, That the goal is not to think. I recorded this practice to help beginners develop the right habits from the beginning, and the truth is that we all need to remember the basics sometimes: how to start practicing; why even practice, and how not to practice.",https://insighttimer.com/pereadam/guided-meditations/training-the-puppy-meditation-for-beginners,https://libraryitems.insighttimer.com/f9k8r6p4e9a3a0c8m5c6w8t6v1p0f7d5s2y4x6f8/pictures/tiny_rectangle_medium.jpeg
9341,pereadam,/guided-meditations/k4s5q9x9a7f8e0f7e9x3w9h2y0v5e6r4n1y9x4t0,5,2022-12-13 13:25:59.294963,meditation found,63,2022-12-16 22:49:52.808925,title found,זה הזמן לאסוף הכל פנימה,2022-04-14T06:27:34.000Z,PT12M4S,64,4.75,8,guided,Meditation,Everyone,"Performance,Mindfulness,Self-Observation,Buddhism,Mindfulness Meditation,Clarity,Secular,Health & Happiness,Advaita Vedanta,Healing,Insight Meditation,Recovery & Healing,Contemporary Buddhism,Secular Mindfulness,Spirituality,Flow","משמעות המילה יוגה היא איחוד. בתרגול הזה ניצור איחוד בין הלב, השכל והגוף ונתרגל שהיה בתחושת האיחוד הזאת.
תרגול קצר שיכול להיות נגיש לנו בכל זמן.


זה הזמן לאסוף הכל פנימה
וכמו אמא
שקוראת לילדה לשוב
להסיט וילונות
למתוח מפרשים
והלב נפתח 

- דניאלה ספקטור",https://insighttimer.com/pereadam/guided-meditations/zh-hzmn-lsvp-hkl-pnymh,https://libraryitems.insighttimer.com/k4s5q9x9a7f8e0f7e9x3w9h2y0v5e6r4n1y9x4t0/pictures/tiny_rectangle_medium.jpeg
9342,pereadam,/guided-meditations/j3q4n3c2a7b0f8l9u0h4t6h9s9c6t2z0c6b1x7g6,5,2022-12-13 13:25:59.299040,meditation found,63,2022-12-16 22:50:20.099378,title found,להעיר תודעה משועממת,2021-08-08T19:50:07.000Z,PT16M30S,63,5,9,guided,Meditation,Everyone,"Pure Awareness,Mindfulness,Self-Observation,Buddhism,Mindfulness Meditation,Happiness,Secular,Health & Happiness,Secular Mindfulness","כשיושביםות לתרגל - צריך להבין מה התרגול שנכון לי עכשיו? 
התרגול הזה נועד לזמנים בהם התודעה עייפה, מפוזרת, עצלה. כשאין לנו אנרגיה צריך תרגול ששם דגש על חקירה, על נשימה פנימה, על גב זקוף.
כמו רופא שבודק חולה היטב ואז מחליט מה התרופה המתאימה, כך נשב בתחילת תרגול ונשאל מה שלומנו? ",https://insighttimer.com/pereadam/guided-meditations/lhyr-tvdh-mshvmmt,https://libraryitems.insighttimer.com/j3q4n3c2a7b0f8l9u0h4t6h9s9c6t2z0c6b1x7g6/pictures/tiny_rectangle_medium.jpeg
9343,pereadam,/guided-meditations/m3h9h0n0b1w9f1j2a1a7a3s7t7a5b9v3t8y0p0x2,5,2022-12-13 13:25:59.302040,meditation found,63,2022-12-16 22:50:23.514909,title found,המוזיאון המבולגן - לטייל בין האוצרות שבתוכנו,2021-10-04T08:04:54.000Z,PT31M52S,60,5,8,guided,Meditation,Everyone,"Acceptance,Secular,Health & Happiness,Mindfulness,Insight Meditation,Buddhism,Secular Mindfulness","אנחנו פותחים דלת ונכנסות פנימה. החדר מוכר אבל גם חדש בו זמנית. יש שם חפצים מוזרים ומשונים. הכל מסקרן ואנחנו מתחילות להסתכל, לעבור דבר דבר. כמו מוזיאון של תחושות, רגשות, מחשבות - והכל חפצים נדירים ויקרי ערך - גם המכוערים, גם העתיקים, עם החדשים וגם הנפלאים. כנסו פנימה ותרגישו בבית. ",https://insighttimer.com/pereadam/guided-meditations/hmvzyvn-hmbvlgn-ltyyl-byn-hvtsrvt-shbtvknv,https://libraryitems.insighttimer.com/m3h9h0n0b1w9f1j2a1a7a3s7t7a5b9v3t8y0p0x2/pictures/tiny_rectangle_medium.jpeg
9344,pereadam,/guided-meditations/b8e4p3f0h8x5r5y0m4j7w1h3r1p3g4j1v4k5y5n6,5,2022-12-13 13:25:59.305019,meditation found,63,2022-12-16 22:50:26.598686,title found,אין שום דבר חשוב יותר מהשלווה שלנו ,2021-11-17T16:47:18.000Z,PT21M43S,58,5,3,guided,Meditation,Everyone,"Secular,Health & Happiness,Mindfulness,Open Awareness,Grounded,Secular Mindfulness","אין שום דבר יותר חשוב מהשלווה שלנו - זה יכול 
 להשמע כמו משפט קיצוני, מנותק. הילדה שלי יותר חשובה, המבחן שאני צריך להספיק להתכונן אליו, הדד ליין בעבודה, משבר האקלים. אבל אם אנחנו זוכרים שאנחנו מתנהלים בעולם דרך העדשה של התודעה שלנו - אנחנו מבינים שכל דבר שאעשה דרך תודעה כועסת וטרודה, יצבע בזה. ובגלל זה - אין שום דבר יותר חשוב מהשלווה שלנו. תרגול שמתפח תודעה פתוחה ושלווה.",https://insighttimer.com/pereadam/guided-meditations/yn-shvm-dbr-khshvb-yvtr-mhshlvvh-shlnv,https://libraryitems.insighttimer.com/b8e4p3f0h8x5r5y0m4j7w1h3r1p3g4j1v4k5y5n6/pictures/tiny_rectangle_medium.jpeg
9345,pereadam,/guided-meditations/s9d1f6h6x2h4m9j6r1s8b7f7c9x4a6r5h9y7s9d2,5,2022-12-13 13:25:59.308416,meditation found,63,2022-12-16 22:50:29.875291,title found,נמאס לי להיות מרכז העולם - לפוגג את אשליית הנפרדות,2021-09-01T04:30:49.000Z,PT33M28S,56,5,5,guided,Meditation,Everyone,"Secular,Awakening,Spiritual,Buddhism,Secular Mindfulness","כשהעולם כבד עלינו, זה אומר שגנבנו משהו ואנחנו סוחבים אותו על גבינו. חוויות שהן פשוט טבע, ביטוי שלי חיים, הופכות להיות שלנו ועצמנו. מגדירות אותנו. אם נתן לחוויות לחיות - לתת להן לעלות ולהופיע ולהעלם בלי לגנוב אותן ולייחס אותן לעצמנו - העולם הופך צלול וקל יותר.

תנו לחוויות לחיות. ",https://insighttimer.com/pereadam/guided-meditations/nms-ly-lhyvt-mrkz-hvlm-lpvgg-t-shlyyt-hnprdvt,https://libraryitems.insighttimer.com/s9d1f6h6x2h4m9j6r1s8b7f7c9x4a6r5h9y7s9d2/pictures/tiny_rectangle_medium.jpeg
9346,pereadam,/guided-meditations/k4b7v9u8h2b8k5d4m9c6a2f4m2l9n2m9n2l7h1g7,5,2022-12-13 13:25:59.312422,meditation found,63,2022-12-16 22:50:33.018657,title found,נד-נד - תרגול של התקרבות והתרחבות,2021-08-15T18:16:00.000Z,PT31M40S,41,4.6,5,guided,Meditation,Everyone,"Acceptance,Secular,Health & Happiness,Mindfulness,Buddhism,Mindfulness Meditation,Secular Mindfulness"," אם נשאל את עצמנו, האם אני ער/ה עכשיו? כנראה שנגיד ברור שכן! 
אבל איך אנחנו כלכך בטוחים בזה?

יוגת חלומות מלמדת אותנו לשאול את השאלה הזאת, כדי שכשנהיה בחלום - נדע לשאול את עצמנו את זה. 
גם בחיי הערות שלנו - לפעמים מחשבה שאנחנו חושבים הופכת להיות  בשבילינו אמת לאמיתה (הילד לא חזר הביתה בשעה הרגילה? בטוח קרה לו משהו! אומר לנו המוח שלנו)
התרגול מלמד אותנו להתקרב אל החוויה להיות איתה באינטימיות, מצד אחד
ומצד שני - לא ללכת בתוכה לאיבוד - לראות תמונה רחבה
להיות אוהב
אבל גם חכם
להיות אינטימית
וצלולה",https://insighttimer.com/pereadam/guided-meditations/nd-nd-trgvl-shl-htqrbvt-vhtrkhbvt,https://libraryitems.insighttimer.com/k4b7v9u8h2b8k5d4m9c6a2f4m2l9n2m9n2l7h1g7/pictures/tiny_rectangle_medium.jpeg
9347,pereadam,/guided-meditations/v3z8p7u2a4r4u1b4m6y7x5c6z0q6b2z5w1b9a3r3,5,2022-12-13 13:25:59.316941,meditation found,63,2022-12-16 22:50:35.536374,title found,תרגול מאחה - אומנות הלהפוך את עצמנו לשלמים/ות,2021-11-30T06:28:43.000Z,PT20M6S,39,5,4,guided,Meditation,Everyone,"Secular,Health & Happiness,Mindfulness,Grounded,Mindfulness Meditation,Secular Mindfulness","דרך קלה לזכור את שלבי התרגול היא ראשי התיבות  של תרגול מאחה -
מ - מפגש/מה שלומי
א - איסוף
ח - חקירה
ה - הרפייה מהזדהות

תרגול מאחה יכול לשמש אותנו במשך מדיטציה שלמה, או ברגע ביום שלנו שנרצה למצוא בו צלילות פתוחה ואוהבת.

מבוסס על מודל RAIN
Recognize
Allow
Investigate
Non-Identification",https://insighttimer.com/pereadam/guided-meditations/trgvl-mkhh-vmnvt-hlhpvk-t-tsmnv-lshlmym-slash-vt,https://libraryitems.insighttimer.com/v3z8p7u2a4r4u1b4m6y7x5c6z0q6b2z5w1b9a3r3/pictures/tiny_rectangle_medium.jpeg
9348,pereadam,/guided-meditations/h3y9k6p3n0b7c0d9p0a8m6s5v8d2q6z9k9q4z2q5,5,2022-12-13 13:25:59.320102,meditation found,63,2022-12-16 22:50:40.817362,title found,מדיטציה שלימדה אותי התינוקת שלי,2022-03-10T08:22:46.000Z,PT15M41S,34,5,3,guided,Meditation,Everyone,"Secular,Health & Happiness,Mindfulness,Authenticity,Insight Meditation,Buddhism,Secular Mindfulness","המורה החדשה שלי בת חודש וחצי 
היא לימדה אותי שחוויה סקרנית וזורמת היא דבר טבעי, זכותנו מלידה 
היא לימדה אותי גם לאהוב את הלא נעים ואת הנעים, בדיוק כפי שאני אוהב את בתי גם כשהיא בוכה וגם כשהיא צוחקת. 
העולם מעיניה הוא מרתק - נהר של חיים. 

פעם אמרו לי חברה: ברגע שנמאס לי להיות מרכז העולם - הבאתי ילדה לעולם ",https://insighttimer.com/pereadam/guided-meditations/mdyttsyh-shlymdh-vty-htynvqt-shly,https://libraryitems.insighttimer.com/h3y9k6p3n0b7c0d9p0a8m6s5v8d2q6z9k9q4z2q5/pictures/tiny_rectangle_medium.jpeg
9349,pereadam,/guided-meditations/s6z4r6q0b4s8k3z3q8d9z1m2q1a0a7f8n1g9c4e5,5,2022-12-13 13:25:59.324085,meditation found,63,2022-12-16 22:50:44.104504,title found,למצוא את המצפן הפנימי,2022-07-12T19:52:10.000Z,PT9M33S,32,4.14,7,guided,Meditation,Everyone,"Secular,Health & Happiness,Mindfulness,Authenticity,Insight Meditation,Buddhism,Secular Mindfulness","לאיך שאנחנו חיים את חיינו יש השפעה על התודעה (מיינד) שלנו,
ולתודעה שלנו יש השפעה לאיך אנחנו חיים את חיינו.

 לפעמים נדמה שעולם התרגול אומר לנו - ׳הכל בראש שלך׳, ׳תחשוב טוב יהיה טוב׳
כאילו שאנחנו יכולים להיות חסינים לעולם, שלא ישפיע עלינו

כמובן שזו ראייה מתועתעת. אנחנו חלק מהעולם, ולכל דבר בו יש השפעה עלינו ולהפך.
ולכן התרגול שלנו, הדרך שלנו, לא יכול להשאר בבועת המדיטציה. אנחנו חייבים לחיות את חיינו כך שירבו טוב, יפחיתו סבל.
ולשם כך אנחנו צריכים.ות מצפן.

מה מוביל אותנו? מה הירח שלאורו אצעד?",https://insighttimer.com/pereadam/guided-meditations/lmtsv-t-hmtspn-hpnymy,https://libraryitems.insighttimer.com/s6z4r6q0b4s8k3z3q8d9z1m2q1a0a7f8n1g9c4e5/pictures/tiny_rectangle_medium.jpeg
9350,pereadam,/guided-meditations/a8n1v2x1t0j6d7f7a1v7w2z1y5a4j9j8n9j1s4a2,5,2022-12-13 13:25:59.327723,meditation found,63,2022-12-16 22:50:47.205051,title found,נדיבות אוהבת ,2021-11-30T06:18:50.000Z,PT19M36S,28,4.83,6,guided,Meditation,Everyone,"Performance,Visualization,Mindfulness,Buddhism,Mindfulness Meditation,Clarity,Secular,Health & Happiness,Healing,Insight Meditation,Recovery & Healing,Contemporary Buddhism,Loving-Kindness (Metta),Secular Mindfulness,Spirituality,Flow","איך נרצה להתייחס לילד בוכה, או לילדה שמחה? 
כמה מעט פעמים אנחנו מפנים את אותו היחס לעצמנו. התרגול הזה מכיר בכך שמערכת היחסים שלנו עם העולם תלויה במערכת יחסים שאנחנו מטפחים/ות עם עצמנו, ולכן כדי להיות טובים/ות לעולם צריך להתחיל לפגוש את עצמנו בצורה חדשה.",https://insighttimer.com/pereadam/guided-meditations/ndybvt-vhbt,https://libraryitems.insighttimer.com/a8n1v2x1t0j6d7f7a1v7w2z1y5a4j9j8n9j1s4a2/pictures/tiny_rectangle_medium.jpeg
9351,pereadam,/guided-meditations/u9k4h4s6f1t0r1p9v4u0n8u7m3w6c3m8v0d4n5h4,5,2022-12-13 13:25:59.330738,meditation found,63,2022-12-16 22:50:49.742219,title found,דיוק האושר - לדוג רגעי נעימות,2022-03-30T04:40:24.000Z,PT28M13S,22,,0,guided,Meditation,Everyone,"Health & Happiness,Mindfulness,Secular,Grounded,Buddhism,Mindfulness Meditation,Secular Mindfulness","דיוק הכאב וטשטוש האושר. אני חושב
על הדיוק שבו בני אדם מתארים את כאבם בחדרי רופא.
אפילו אלה שלא למדו קרוא וכתוב מדייקים:
זה כאב מושך וזה כאב קורע, וזה כמו מנסר
זה שורף וזה כאב חד וזה קהה. זה פה, בדיוק פה
כן. כן. האושר מטשטש הכל. שמעתי אומרים
אחר לילות אהבה ואחר חגיגות, היה נפלא,
הרגשתי כמו בשמיים. ואפילו איש החלל שריחף
בחלל קשור לחללית רק קרא: נפלא, נהדר, אין לי מילים.
טשטוש האושר ודיוק הכאב
ואני רוצה לתאר בדיוק של כאב חד גם
את האושר העמום ואת השמחה. למדתי לדבר אצל הכאבים.


יהודה עמיחי
",https://insighttimer.com/pereadam/guided-meditations/dyvq-hvshr-ldvg-rgy-nymvt,https://libraryitems.insighttimer.com/u9k4h4s6f1t0r1p9v4u0n8u7m3w6c3m8v0d4n5h4/pictures/tiny_rectangle_medium.jpeg
9352,pereadam,/guided-meditations/y5z5e2m4x8q5t6u3r7v0g0n2t6g0g7g1w0g0z7x0,5,2022-12-13 13:25:59.334781,meditation found,63,2022-12-16 22:50:54.846469,title found, כשכואב בגוף או בלב - ׳להתידד עם הדרקון׳,2022-03-23T19:32:34.000Z,PT28M16S,16,5,2,guided,Meditation,Everyone,"Performance,Mindfulness,Buddhism,Mindfulness Meditation,Clarity,Secular,Health & Happiness,Healing,Insight Meditation,Recovery & Healing,Contemporary Buddhism,Secular Mindfulness,Spirituality,Flow","אפשר לדמיין שאנחנו יכולים.ות לברוח, להמנע, לשכוח, להסיח את הדעת - מהכאב שלנו.
אבל זה כמו לכסות בשרוול את הפציעה העמוקה שלנו, זה רק יחמיר.

מצד שני - כשיש כאב בחיינו נראה שהוא ממלא את כל העולם ואין עוד מלבדו. 
התרגול הזה מלמד אותנו להפתח אל הקושי - ואז לראות שיש מסביבו עוד עולם שלם.
מלמד אותנו שזה שיש כאב לא מבטל את זה שיכול להיתש באותו רגע גם שמחה, גם חיים.

בואו להתידד עם הדרקון",https://insighttimer.com/pereadam/guided-meditations/kshkvb-bgvp-v-blb-lhtydd-m-hdrqvn,https://libraryitems.insighttimer.com/y5z5e2m4x8q5t6u3r7v0g0n2t6g0g7g1w0g0z7x0/pictures/tiny_rectangle_medium.jpeg
9353,pereadam,/guided-meditations/s1d1s7n0t8j3u1g1s6s6a0j8c8c7f7r5v5s5b7x1,5,2022-12-13 13:25:59.336904,meditation found,63,2022-12-16 22:50:57.137891,title found,חיים = שינוי = חיים,2022-04-14T05:54:19.000Z,PT8M5S,16,,0,guided,Meditation,Everyone,"Consciousness,Health & Happiness,Concentration,Grounded,Spirituality,Breathing Meditation","אם נסכים לקבל את העובדה ששינוי = חיים וחיים = שינוי
נפסיק לנסות להאחז בעולם ולפחד שדברים ישתנו 
אין לנו סיכוי במלחמה הזו, זה קרב אבוד.
הכל משתנה, כל רגע - והיכולת שלנו להתמסר לשינוי הזה היא מפתח לשלוות נפש גדולה

 היכולת לראות דרך משקפי השינוי מגלה לנו בהירות וצלילות גדולה. 
",https://insighttimer.com/pereadam/guided-meditations/khyym-equals-shynvy-equals-khyym,https://libraryitems.insighttimer.com/s1d1s7n0t8j3u1g1s6s6a0j8c8c7f7r5v5s5b7x1/pictures/tiny_rectangle_medium.jpeg
9354,pereadam,/guided-meditations/k5h2u7e9s4r8s1y5a0d6w2l0f8p1z7s9a2r1v3x7,5,2022-12-13 13:25:59.339860,meditation found,63,2022-12-16 22:51:01.778667,title found,מדיטציה לטיפוח שמחה,2022-07-26T19:26:52.000Z,PT17M1S,11,5,5,guided,Meditation,Everyone,"Secular,Health & Happiness,Authenticity,Concentration,Buddhism,Secular Mindfulness,Breathing Meditation","שמחה היא לא רק רגש, שמחה היא פועל- מצב שאנחנו יכולים לטפח בכל רגע.
שמחה היא לא משהו שיש לנו, או אין לנו.  אנחנו לא חייבים.ות להיות תלויים בחסדי העולם כדי שירעיף עלינו שמחה.

לשם כך צריך להסכים לפגוש בחיבוק את מה שקיים עכשיו (גם אם זה עצב!), ומשם (מזמין אותכם.ן לבדוק בעצמכם.ן, אל תאמינו לי) תוולד שמחה.

התרגול הזה הוא חמשת השלבים הראשונים מתוך הדרשה על תשומת הלב עם השאיפה והנשיפה (אנאפאנה סאטי סוטה)",https://insighttimer.com/pereadam/guided-meditations/mdyttsyh-ltypvkh-shmkhh,https://libraryitems.insighttimer.com/k5h2u7e9s4r8s1y5a0d6w2l0f8p1z7s9a2r1v3x7/pictures/tiny_rectangle_medium.jpeg
9355,pereadam,/guided-meditations/d3j8v8m7e2q9c8m8k3t0u6c0c3u5h1s8j1c7t9f0,5,2022-12-13 13:25:59.343862,meditation found,63,2022-12-16 22:51:04.982999,title found,לחזור הביתה,2022-08-07T20:31:32.000Z,PT27M17S,11,5,3,guided,Meditation,Everyone,"Performance,Mindfulness,Self-Observation,Buddhism,Mindfulness Meditation,Clarity,Secular,Health & Happiness,Advaita Vedanta,Healing,Insight Meditation,Recovery & Healing,Contemporary Buddhism,Secular Mindfulness,Spirituality,Flow","תחושת בית זה פועל. משהו שאפשר לייצר, לטפח.
אם נלמד לשהות ולנוח בתוך התחושה הזו, שהיא הטבע שלנו - נוכל לחיות בבית בעולם. 

הטבע הזה שלנו הוא לא משהו שיכול להעלם, הוא לא נולד ולא מת. הוא נוכח תמיד מאחורי הכל.
לא משנה מה מצבנו כרגע - כמה גרוע אנחנו חושבים.ות שמצבנו גרוע - תמיד הבית הזה חי בתוכנו והוא תמיד נגיש לנו.
אני מאמין בזה בכל לבי, ולכן אני מלמד, ולכן אני מטפל.

מוזמנים.ות לתרגל תחושת בית.
",https://insighttimer.com/pereadam/guided-meditations/lkhzvr-hbyth,https://libraryitems.insighttimer.com/d3j8v8m7e2q9c8m8k3t0u6c0c3u5h1s8j1c7t9f0/pictures/tiny_rectangle_medium.jpeg
9356,pereadam,/guided-meditations/t6f8t3p7n9v5l0w0z4a1k6n8q6k5a1f5m3r1l9a8,5,2022-12-13 13:25:59.346872,meditation found,63,2022-12-16 22:51:07.678826,title found,מהכרת תודה למפגש עם הקושי,2022-08-04T20:57:34.000Z,PT20M48S,9,5,2,guided,Meditation,Everyone,"Secular,Health & Happiness,Authenticity,Concentration,Buddhism,Secular Mindfulness,Breathing Meditation","כדי לעבוד עם רגשות מורכבים, צריך להתחיל בהכרת תודה על מה שיש לנו. 
אחרי שנכיר תודה ונטפח מעט שמחה בתוכנו, התודעה תהיה יציבה, מסופקת וחזקה מספיק על מנת לפגוש גם רגשות אחרים באומץ ויציבות. 

תודעה חופשיה היא תודעה בלי גבול, כלומר תודעה שיכולה לפגוש כל דבר בלי להתערער ממנו.
על מנת שנוכל להיות חופשיים.ות באמת, צריך להסכים לפגוש באומץ את כל טווח הרגש שלנו.

התרגול הזה עוסק בכך.",https://insighttimer.com/pereadam/guided-meditations/mhkrt-tvdh-lmpgsh-m-hqvshy,https://libraryitems.insighttimer.com/t6f8t3p7n9v5l0w0z4a1k6n8q6k5a1f5m3r1l9a8/pictures/tiny_rectangle_medium.jpeg
9357,pereadam,/guided-meditations/w5v7s1h2m2f3s8c1g3c7m7y1v8j9r2q9u5s8p0c7,5,2022-12-13 13:25:59.350904,meditation found,63,2022-12-16 22:51:35.169319,title found,החיים מתחילים לנגן,2022-11-14T18:15:13.000Z,PT20M49S,6,5,1,guided,Meditation,Everyone,"Performance,Visualization,Mindfulness,Buddhism,Mindfulness Meditation,Clarity,Secular,Health & Happiness,Healing,Insight Meditation,Recovery & Healing,Contemporary Buddhism,Loving-Kindness (Metta),Secular Mindfulness,Spirituality,Flow","אם את.ה קורא.ת את השורה הזו - את.ה חי.ה. זה אומר שכבר יש פה קסם, כבר יש יותר טוב מאשר לא טוב.
כל רגש, תחושה, צליל...קורא לנו להתעורר לעובדה שאנחנו בחיים. 

במקום להתייחס לחיים כבעיה שצריך לפתור, אפשר להתחיל לפגוש אותם כמשהו שמסקרן לפגוש. 

בתרגול הזה נתנסה במפגש עם החיים דרך העדשה הזו. ",https://insighttimer.com/pereadam/guided-meditations/hkhyym-mtkhylym-lngn,https://libraryitems.insighttimer.com/w5v7s1h2m2f3s8c1g3c7m7y1v8j9r2q9u5s8p0c7/pictures/tiny_rectangle_medium.jpeg
9358,pereadam,/guided-meditations/r9d5j9l0w3r1m0a3n8z2h1b2q6s5k7c9p9q1a6h5,5,2022-12-13 13:25:59.353878,meditation found,63,2022-12-16 22:51:37.411746,title found,גשם במדבר,2022-10-21T05:51:21.000Z,PT19M,5,5,2,guided,Meditation,Everyone,"Performance,Visualization,Mindfulness,Buddhism,Mindfulness Meditation,Clarity,Secular,Health & Happiness,Healing,Insight Meditation,Recovery & Healing,Contemporary Buddhism,Loving-Kindness (Metta),Secular Mindfulness,Spirituality,Flow","אפשר להתייחס לתרגול שלנו כעוד מטלה, כעוד דרך בה אנחנו נשפר את עצמנו. עוד עומס, עוד משימה. 
או
שאפשר להתייחס אליו כמשהו שמרווה צמאון, כמו גשם במדבר. 
מפגש יקר עם חבר.ה אהוב.ה - שממלא אותנו ונותן לנו כוח ואנרגיה. 

בתרגול הזה נחזק את היכולת של התודעה להנות מהמפגש המדיטטיבי.",https://insighttimer.com/pereadam/guided-meditations/gshm-bmdbr,https://libraryitems.insighttimer.com/r9d5j9l0w3r1m0a3n8z2h1b2q6s5k7c9p9q1a6h5/pictures/tiny_rectangle_medium.jpeg
9359,pereadam,/guided-meditations/g4l0t1u9g1t1p7d3p2t0a1d9w7s1k1w2u9r0s5v0,5,2022-12-13 13:25:59.357949,meditation found,63,2022-12-16 22:51:42.521968,title found,מדיטציה עם צלילים,2022-12-07T11:01:13.000Z,PT20M48S,5,5,2,guided,Meditation,Everyone,"Performance,Visualization,Mindfulness,Buddhism,Mindfulness Meditation,Clarity,Secular,Health & Happiness,Healing,Insight Meditation,Recovery & Healing,Contemporary Buddhism,Loving-Kindness (Metta),Secular Mindfulness,Spirituality,Flow","
אומרים שיש לנו פה אחד ושתי אוזניים כי אנחנו צריכים להקשיב פי שתיים ממה שאנחנו מדברים. 

כיוון שחוץ מראיה, שמיעה היא כנראה החוש הכי נוכח בחיינו, תרגול עם צלילים הוא כלי חזק. 
צליל, הוא גם דומה למחשבה. עשו ניסוי: הקשיבו לצליל שתשמעו עכשיו איפה שאתם.ן יושבים.ות. 
עכשיו, עצמו עיניים ונסו להזכר בצליל. 
שימו לב - ההזכרות בצליל, היא מחשבה. כך - העבודה עם צלילים עוזרת לנו לעבוד גם עם מחשבות.",https://insighttimer.com/pereadam/guided-meditations/mdyttsyh-m-tslylym,https://libraryitems.insighttimer.com/g4l0t1u9g1t1p7d3p2t0a1d9w7s1k1w2u9r0s5v0/pictures/tiny_rectangle_medium.jpeg
9360,nisabho_bhikkhu,/guided-meditations/n2f4q7t2m1f3c6b0f2t8n4r7e2t2p8j0w5g4b4c6,5,2022-12-13 13:26:06.597955,meditation found,63,2022-12-16 22:51:44.675878,title found,"Sun, Shade, & The Shifting Nature Of Happiness On The Path",2021-03-15T10:56:53.000Z,PT45M58S,317,4.92,13,guided,Meditation,Everyone,"Awakening,Mindfulness,Spiritual,Traditional Buddhism,Insight Meditation,Buddhism,Religion","What we consider happiness, or ""sukha"", shifts as we progress on the spiritual path. As we gain insight, old, more coarse, pleasures lose their appeal and the more sublime joys of meditation, morality, and love take their place.",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/sun-shade-and-the-shifting-nature-of-happiness-on-the-path,https://libraryitems.insighttimer.com/n2f4q7t2m1f3c6b0f2t8n4r7e2t2p8j0w5g4b4c6/pictures/tiny_rectangle_medium.jpeg
9361,nisabho_bhikkhu,/guided-meditations/u1m2b7z6t3k2e5c3j2a6y2p4z5r9m8z7e2d3p1g6,5,2022-12-13 13:26:06.601949,meditation found,63,2022-12-16 22:51:47.353287,title found,A Buddhist Conception Of Grace,2021-03-15T10:08:20.000Z,PT44M12S,290,4.83,18,guided,Meditation,Everyone,"Awakening,Mindfulness,Spiritual,Traditional Buddhism,Insight Meditation,Buddhism,Religion","The Four Noble Truths of Buddhism provide a framework for understanding the traditionally Christian concept of grace. Only by comprehending our suffering, the directive of the First Noble Truth, can we enter into the grace of release.",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/a-buddhist-conception-of-grace,https://libraryitems.insighttimer.com/u1m2b7z6t3k2e5c3j2a6y2p4z5r9m8z7e2d3p1g6/pictures/tiny_rectangle_medium.jpeg
9362,nisabho_bhikkhu,/guided-meditations/r5q3n8c5s4r0d7m9w9d3u7u3p7d8d8n2z1e9p9d6,5,2022-12-13 13:26:06.603976,meditation found,63,2022-12-16 22:51:52.729181,title found,Discipline & Dhamma; Temple & Light,2021-03-15T11:23:20.000Z,PT45M14S,201,5,3,guided,Meditation,Everyone,"Awakening,Spiritual,Traditional Buddhism,Buddhism,Religion","Discipline in meditation and morality is an essential part of the spiritual path, but only if held in balance with the other qualities, such as creativity, rejoicing, and loving-kindness. Just as temple walls protect sacred space, so discipline protects the more sublime qualities of the mind.",https://insighttimer.com/nisabho_bhikkhu/guided-meditations/discipline-temple-and-light,https://libraryitems.insighttimer.com/r5q3n8c5s4r0d7m9w9d3u7u3p7d8d8n2z1e9p9d6/pictures/tiny_rectangle_medium.jpeg
